#OTU,taxonomy,DRB--Positive10-nc.blast,DRB--Positive11-nc.blast,DRB--Positive12-nc.blast,DRB--Sample1a--WGN-nc.blast,DRB--Sample1a--WWE-nc.blast,DRB--Sample1a--WWK-nc.blast,DRB--Sample1b--WGN-nc.blast,DRB--Sample1b--WWE-nc.blast,DRB--Sample1b--WWK-nc.blast,DRB--Sample1c--WGN-nc.blast,DRB--Sample1c--WWE-nc.blast,DRB--Sample1c--WWK-nc.blast,DRB--Sample2a--WGN-nc.blast,DRB--Sample2a--WWE-nc.blast,DRB--Sample2a--WWK-nc.blast,DRB--Sample2b--WGN-nc.blast,DRB--Sample2b--WWE-nc.blast,DRB--Sample2b--WWK-nc.blast,DRB--Sample2c--WGN-nc.blast,DRB--Sample2c--WWE-nc.blast,DRB--Sample2c--WWK-nc.blast,DRB--Sample3a--WGN-nc.blast,DRB--Sample3a--WWE-nc.blast,DRB--Sample3a--WWK-nc.blast,DRB--Sample3b--WGN-nc.blast,DRB--Sample3b--WWE-nc.blast,DRB--Sample3b--WWK-nc.blast,DRB--Sample3c--WGN-nc.blast,DRB--Sample3c--WWE-nc.blast,DRB--Sample3c--WWK-nc.blast,DRB--Sample4a--WGN-nc.blast,DRB--Sample4a--WWE-nc.blast,DRB--Sample4a--WWK-nc.blast,DRB--Sample4b--WGN-nc.blast,DRB--Sample4b--WWE-nc.blast,DRB--Sample4b--WWK-nc.blast,DRB--Sample4c--WGN-nc.blast,DRB--Sample4c--WWE-nc.blast,DRB--Sample4c--WWK-nc.blast,DRB--Sample5a--WGN-nc.blast,DRB--Sample5a--WWE-nc.blast,DRB--Sample5a--WWK-nc.blast,DRB--Sample5b--WGN-nc.blast,DRB--Sample5b--WWE-nc.blast,DRB--Sample5b--WWK-nc.blast,DRB--Sample5c--WGN-nc.blast,DRB--Sample5c--WWE-nc.blast,DRB--Sample5c--WWK-nc.blast,DRB--Sample6a--WGN-nc.blast,DRB--Sample6a--WWE-nc.blast,DRB--Sample6a--WWK-nc.blast,DRB--Sample6b--WGN-nc.blast,DRB--Sample6b--WWE-nc.blast,DRB--Sample6b--WWK-nc.blast,DRB--Sample6c--WGN-nc.blast,DRB--Sample6c--WWE-nc.blast,DRB--Sample6c--WWK-nc.blast
Gammarus_pulex,"['k__Metazoa', 'p__Arthropoda', 'c__Malacostraca', 'o__Amphipoda', 'f__Gammaridae', 'g__Gammarus', 's__Gammarus_pulex']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gasterosteus,"['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Gasterosteidae', 'g__Gasterosteus']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerris,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hemiptera', 'f__Gerridae', 'g__Gerris']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glossiphonia_complanata,"['k__Metazoa', 'p__Annelida', 'c__Clitellata', 'o__Rhynchobdellida', 'f__Glossiphoniidae', 'g__Glossiphonia', 's__Glossiphonia_complanata']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glyphotaelius_pellucidus,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Trichoptera', 'f__Limnephilidae', 'g__Glyphotaelius', 's__Glyphotaelius_pellucidus']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gobio,"['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Gobio']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goera_pilosa,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Trichoptera', 'f__Goeridae', 'g__Goera', 's__Goera_pilosa']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gomphonema_parvulum,"['k__unknown', 'p__Bacillariophyta', 'c__Bacillariophyceae', 'o__Cymbellales', 'f__Gomphonemataceae', 'g__Gomphonema', 's__Gomphonema_parvulum']",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0
Gymnocephalus,"['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Percidae', 'g__Gymnocephalus']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gymnocephalus_cernua,"['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Percidae', 'g__Gymnocephalus', 's__Gymnocephalus_cernua']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halesus,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Trichoptera', 'f__Limnephilidae', 'g__Halesus']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helobdella_stagnalis,"['k__Metazoa', 'p__Annelida', 'c__Clitellata', 'o__Rhynchobdellida', 'f__Glossiphoniidae', 'g__Helobdella', 's__Helobdella_stagnalis']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heterolepidoderma_macrops,"['k__Metazoa', 'p__Gastrotricha', 'c__unknown', 'o__Chaetonotida', 'f__Chaetonotidae', 'g__Heterolepidoderma', 's__Heterolepidoderma_macrops']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homo_sapiens,"['k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Primates', 'f__Hominidae', 'g__Homo', 's__Homo_sapiens']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydra,"['k__Metazoa', 'p__Cnidaria', 'c__Hydrozoa', 'o__Anthoathecata', 'f__Hydridae', 'g__Hydra']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydra_oligactis,"['k__Metazoa', 'p__Cnidaria', 'c__Hydrozoa', 'o__Anthoathecata', 'f__Hydridae', 'g__Hydra', 's__Hydra_oligactis']",0,0,0,15,58,30,5,0,19,0,6,0,0,0,112,5,14,0,0,0,13,0,8,22,14,0,12,20,6,12,21,0,13,18,0,13,0,0,11,6,8,145,8,9,29,0,43,12,12,31,14,10,47,19,0,57,0
Hydra_viridissima,"['k__Metazoa', 'p__Cnidaria', 'c__Hydrozoa', 'o__Anthoathecata', 'f__Hydridae', 'g__Hydra', 's__Hydra_viridissima']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrellia,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Diptera', 'f__Ephydridae', 'g__Hydrellia']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrellia_griseola,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Diptera', 'f__Ephydridae', 'g__Hydrellia', 's__Hydrellia_griseola']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydropsyche,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Trichoptera', 'f__Hydropsychidae', 'g__Hydropsyche']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hygrobates_nigromaculatus,"['k__Metazoa', 'p__Arthropoda', 'c__Arachnida', 'o__unknown', 'f__Hygrobatidae', 'g__Hygrobates', 's__Hygrobates_nigromaculatus']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hymenoptera,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hymenoptera']",50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hymenoptera_sp._CNWLN870-13,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hymenoptera', 'f__unknown', 'g__unknown', 's__Hymenoptera_sp._CNWLN870-13']",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypocreales,"['k__Fungi', 'p__Ascomycota', 'c__Sordariomycetes', 'o__Hypocreales']",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Ilyonectria_destructans,"['k__Fungi', 'p__Ascomycota', 'c__Sordariomycetes', 'o__Hypocreales', 'f__Nectriaceae', 'g__Ilyonectria', 's__Ilyonectria_destructans']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insecta,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
invertebrate_environmental_sample,"['k__Metazoa', 'p__unknown', 'c__unknown', 'o__unknown', 'f__unknown', 'g__unknown', 's__invertebrate_environmental_sample']",0,0,0,237,750,355,198,195,277,476,129,112,0,163,771,401,151,151,342,212,327,148,278,227,302,123,203,327,379,210,164,252,193,397,170,232,448,126,110,194,100,210,142,134,373,197,293,400,208,172,269,156,545,172,230,253,7
Isopoda,"['k__Metazoa', 'p__Arthropoda', 'c__Malacostraca', 'o__Isopoda']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keratella_cochlearis,"['k__Metazoa', 'p__Rotifera', 'c__Monogononta', 'o__Ploima', 'f__Brachionidae', 'g__Keratella', 's__Keratella_cochlearis']",0,0,0,0,32,35,9,8,16,13,0,10,0,0,17,44,0,5,15,0,15,0,17,7,8,5,21,14,0,0,9,0,8,0,0,16,14,0,16,10,0,35,0,0,7,0,0,0,6,0,0,0,53,0,19,19,0
Keratella_quadrata,"['k__Metazoa', 'p__Rotifera', 'c__Monogononta', 'o__Ploima', 'f__Brachionidae', 'g__Keratella', 's__Keratella_quadrata']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lasius_brunneus,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Hymenoptera', 'f__Formicidae', 'g__Lasius', 's__Lasius_brunneus']",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lebertia_sp._JA-2011,"['k__Metazoa', 'p__Arthropoda', 'c__Arachnida', 'o__unknown', 'f__Lebertiidae', 'g__Lebertia', 's__Lebertia_sp._JA-2011']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepidochaetus_zelinkai,"['k__Metazoa', 'p__Gastrotricha', 'c__unknown', 'o__Chaetonotida', 'f__Chaetonotidae', 'g__Lepidochaetus', 's__Lepidochaetus_zelinkai']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptolegnia_sp._BOLD:AAX5717,"['k__unknown', 'p__unknown', 'c__Oomycetes', 'o__Saprolegniales', 'f__Saprolegniaceae', 'g__Leptolegnia', 's__Leptolegnia_sp._BOLD:AAX5717']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leuciscus,"['k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Leuciscus']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limnephilidae,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Trichoptera', 'f__Limnephilidae']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limnephilus,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Trichoptera', 'f__Limnephilidae', 'g__Limnephilus']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limnephilus_extricatus,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Trichoptera', 'f__Limnephilidae', 'g__Limnephilus', 's__Limnephilus_extricatus']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Limnodrilus_hoffmeisteri,"['k__Metazoa', 'p__Annelida', 'c__Clitellata', 'o__Haplotaxida', 'f__Tubificidae', 'g__Limnodrilus', 's__Limnodrilus_hoffmeisteri']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lissotriton,"['k__Metazoa', 'p__Chordata', 'c__Amphibia', 'o__Caudata', 'f__Salamandridae', 'g__Lissotriton']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumbricidae,"['k__Metazoa', 'p__Annelida', 'c__Clitellata', 'o__Haplotaxida', 'f__Lumbricidae']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumbricillus,"['k__Metazoa', 'p__Annelida', 'c__Clitellata', 'o__Haplotaxida', 'f__Enchytraeidae', 'g__Lumbricillus']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumbriculidae,"['k__Metazoa', 'p__Annelida', 'c__Clitellata', 'o__Lumbriculida', 'f__Lumbriculidae']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumbriculus_variegatus,"['k__Metazoa', 'p__Annelida', 'c__Clitellata', 'o__Lumbriculida', 'f__Lumbriculidae', 'g__Lumbriculus', 's__Lumbriculus_variegatus']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumbricus_terrestris,"['k__Metazoa', 'p__Annelida', 'c__Clitellata', 'o__Haplotaxida', 'f__Lumbricidae', 'g__Lumbricus', 's__Lumbricus_terrestris']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Lype,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Trichoptera', 'f__Psychomyiidae', 'g__Lype']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lype_reducta,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Trichoptera', 'f__Psychomyiidae', 'g__Lype', 's__Lype_reducta']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macrocyclops_albidus,"['k__Metazoa', 'p__Arthropoda', 'c__Maxillopoda', 'o__Cyclopoida', 'f__Cyclopidae', 'g__Macrocyclops', 's__Macrocyclops_albidus']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macrothrix_sp._HE-364,"['k__Metazoa', 'p__Arthropoda', 'c__Branchiopoda', 'o__Diplostraca', 'f__Macrotrichidae', 'g__Macrothrix', 's__Macrothrix_sp._HE-364']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxillopoda_sp._BOLD:ACW5664,"['k__Metazoa', 'p__Arthropoda', 'c__Maxillopoda', 'o__unknown', 'f__unknown', 'g__unknown', 's__Maxillopoda_sp._BOLD:ACW5664']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayamaea_permitis,"['k__unknown', 'p__Bacillariophyta', 'c__Bacillariophyceae', 'o__Naviculales', 'f__Naviculaceae', 'g__Mayamaea', 's__Mayamaea_permitis']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meloidogyne_naasi,"['k__Metazoa', 'p__Nematoda', 'c__Chromadorea', 'o__Tylenchida', 'f__Meloidogynidae', 'g__Meloidogyne', 's__Meloidogyne_naasi']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melosira_ambiqua,"['k__unknown', 'p__Bacillariophyta', 'c__Coscinodiscophyceae', 'o__Melosirales', 'f__Melosiraceae', 'g__Melosira', 's__Melosira_ambiqua']",0,0,0,738,2834,1126,605,927,1183,1082,701,327,0,777,1789,1370,894,465,608,482,1724,493,1145,1221,703,991,849,996,1369,1035,892,981,408,1778,339,701,1124,960,704,622,456,574,443,671,811,719,1679,1200,502,913,1066,738,2333,837,976,1221,9
Metriocnemus_albolineatus,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Diptera', 'f__Chironomidae', 'g__Metriocnemus', 's__Metriocnemus_albolineatus']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metriocnemus_eurynotus,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Diptera', 'f__Chironomidae', 'g__Metriocnemus', 's__Metriocnemus_eurynotus']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micropsectra,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Diptera', 'f__Chironomidae', 'g__Micropsectra']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micropsectra_contracta,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Diptera', 'f__Chironomidae', 'g__Micropsectra', 's__Micropsectra_contracta']",0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0
Micropsectra_junci,"['k__Metazoa', 'p__Arthropoda', 'c__Insecta', 'o__Diptera', 'f__Chironomidae', 'g__Micropsectra', 's__Micropsectra_junci']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
